P. Atmosphere Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,Habitable
metals-rich,167.24,10.85,0.13,1.42,3.93,1264.8,,,,21.9,3.31,0.0449,0.5,0.04,G,1.1,1.1,5880,1.309555,0.15,3.3,-2.41,7.5,0.31,0.11,,0
hydrogen-rich,340.51,11.64,0.22,2.51,5.41,1164.3,,,,73.6,2.77,0.0382,0.14,0.04,G,0.97,0.93,5346,0.637924,0.33,4.9,-2.35,7.74,1.33,0.11,,0
metals-rich,152.61,11.65,0.1,1.12,3.62,978.1,,,,14.7,3.44,0.044,0.04,0.04,G5,0.93,0.81,5192,0.420833,0.16,3,-2.3,8.4,0.51,0.1,,0
hydrogen-rich,2416.34,11.66,1.52,17.77,14.4,731.8,,,,3683.7,177.11,0.76,0.07,0.76,G5D,1.91,8.7,4907,39.372464,-0.02,1.5,-2.19,10.26,8.55,0.07,,0
no-atmosphere,8.68,11.76,0.01,0.06,0.86,846.9,,,,0,5.4,0.0566,0.06,0.06,K0V,0.83,0.78,5177,0.392095,-0.15,,-2.26,17.44,-1.16,0.05,,0
hydrogen-rich,1014.55,12.26,0.55,6.75,9.1,790.5,,,,558,21.22,0.1623,0.68,0.12,G0,1.27,1.51,6079,2.786256,0.24,3.38,-2.32,8.79,3.97,0.09,,0
hydrogen-rich,5850.1,11.87,3.5,41.51,22.2,916.1,,,,20452.9,1.32,0.0177,0.06,0.02,M2,0.4,0.3,5035,0.052426,-0.01,1.56,-2.27,15.97,12.44,0.05,,0
metals-rich,73.13,11.42,0.05,0.56,2.53,1131.9,,,,3.6,3.02,0.041,0.05,0.04,K1 IV,0.91,1,5199,0.655495,0.24,4.96,-2.34,9.4,-0.28,0.09,,0
metals-rich,31.79,10.98,0.02,0.26,1.7,972.9,,,,0.8,4.95,0.058,0.05,0.06,G5 V,1.07,0.94,5482,0.715981,0.25,2.38,-2.32,10.96,-0.68,0.08,,0
metals-rich,124,11.87,0.07,0.88,3.23,926.7,,,,9.2,2.82,0.036,0.02,0.04,K4 V,0.8,0.68,4841,0.226864,0.11,1,-2.26,8.93,0.32,0.1,,0
hydrogen-rich,1907.64,11.68,1.2,13.98,12.78,801.4,,,,2282,480.5,1.2,0.07,1.2,K2III,1.1,21.4,4305,141.126949,-0.32,6.84,-2.17,9.51,6.99,0.08,,0
metals-rich,149.43,11.54,0.1,1.12,3.6,1406.6,,,,14.5,3.51,0.046,0.02,0.05,G0 V,1.05,1.25,6120,1.966598,0.29,4.96,-2.43,8.32,0.13,0.1,,0
metals-rich,73.13,11.09,0.05,0.59,2.57,1315.1,,,,3.9,3.97,0.049,0.06,0.05,G6 V,1,1.33,5726,1.706077,0.14,4.51,-2.4,9.02,-0.36,0.1,,0
metals-rich,127.18,11.65,0.08,0.94,3.3,1218.5,,,,10.2,2.99,0.0406,0.01,0.04,K0 V,0.9,1.04,5460,0.862436,0.35,2.94,-2.37,8.66,0.1,0.1,,0
metals-rich,95.38,11.2,0.07,0.76,2.92,1551.8,,,,6.5,3.42,0.047,0.08,0.05,G5 IV,1.2,1.93,5494,3.044802,0.34,9.56,-2.4,8.65,-0.3,0.1,,0
hydrogen-rich,1589.7,11.68,1,11.65,11.67,55.4,,,,1584.9,,61.5,0,61.5,A8III,1.6,1.71,7550,8.478848,,0.017,44.16,9.04,28.56,0.02,,0
hydrogen-rich,1875.85,11.68,1.18,13.74,12.67,877.6,,,,2206.3,127.58,0.614,0.05,0.61,K0,1.9,10.1,4908,53.106888,0.26,,-2.25,9.47,6.54,0.08,,0
hydrogen-rich,2003.02,11.68,1.26,14.68,13.09,787.7,,,,2517.1,198.2,0.78,0.03,0.78,G9 III,1.6,10.87,4786,55.621122,-0.35,2.95,-2.21,9.65,7.29,0.08,,0
metals-rich,89.02,11.09,0.07,0.72,2.83,1161.8,,,,5.8,5.24,0.0635,0.05,0.06,G3 IV,1.2,1.41,5610,1.744633,0.25,10.3,-2.37,8.65,-0.12,0.1,,0
hydrogen-rich,680.39,11.76,0.42,4.92,7.61,1409,,,,284.6,6.13,0.07,0.29,0.07,K0,1.23,2.31,5600,4.686703,0.1,4.6,-2.4,7.93,2.13,0.1,,0
hydrogen-rich,422.86,11.76,0.26,3.06,6,1389.3,,,,109.9,4.07,0.052,0.01,0.05,G0 IV,1.1,1.58,5730,2.391559,0.26,7.6,-2.41,7.81,1.38,0.11,,0
hydrogen-rich,4578.34,11.32,3.16,35.76,20.12,656.4,,,,14469.1,8.43,0.074,0.28,0.07,K2 V,0.75,0.71,4830,0.246147,0.01,0.76,-2.14,13.14,13.26,0.05,,0
metals-rich,292.5,11.76,0.18,2.12,4.99,1419.4,,,,52.6,3.09,0.045,0.01,0.04,F8 V,1.28,1.19,6260,1.951107,0.22,2.05,-2.44,7.92,0.83,0.11,,0
hydrogen-rich,2090.46,11.68,1.31,15.33,13.38,806.8,,,,2743.6,192,0.747,0.05,0.75,K5,1.5,10.9,4791,56.162641,-0.36,2.4,-2.21,9.78,7.37,0.07,,0
hydrogen-rich,1685.08,11.68,1.06,12.34,12.01,780.9,,,,1780.3,745.7,1.9,0.4,1.74,K2III,1.69,32,4361,332.302917,-0.26,,-2.18,9.18,6.36,0.08,,0
metals-rich,197.12,11.87,0.12,1.4,4.07,1023.2,,,,23.2,3.64,0.039,0.02,0.04,G5,0.95,0.53,6295,0.395738,0.03,6.21,-2.38,8.33,0.73,0.1,,0
hydrogen-rich,2804.23,11.62,1.79,20.77,15.53,598.2,,,,5011.5,510.7,1.275,0.71,0.89,K2 III,1.4,12.8,4445,57.384805,0.15,,-2.12,10.81,9.3,0.06,,0
hydrogen-rich,2607.11,11.64,1.65,19.23,14.96,693,,,,4307.4,184.2,0.81,0.02,0.81,K2III,2.1,8.79,4780,35.913074,0.31,,-2.15,10.53,9.26,0.07,,0
hydrogen-rich,3179.4,13.44,1.31,17.6,15.38,76.2,,,,4163.8,41054,27,0.1,26.86,A5V,1.56,1.5,9790,5.847799,-0.47,0.06,22.09,13.58,32.28,0.02,,0
hydrogen-rich,5722.92,13.66,2.24,30.65,20.47,825.8,,,,12838.1,21.09,0.155,0.12,0.15,F7IV,1.1,1.39,6260,2.662054,-0.29,5.08,-2.31,18.51,12.01,0.04,,0
,,11.71,,,,1027.2,,,,,3.91,0.047,0,0.05,G,0.92,0.82,5591,0.583752,-0.2,,-2.34,,,,0,0
metals-rich,136.71,10.75,0.11,1.18,3.57,1141.5,,,,15,3.58,0.045,0,0.05,G5V,0.95,0.99,5520,0.816426,0.2,7.5,-2.36,7.63,0.31,0.11,,0
metals-rich,79.49,10.95,0.06,0.66,2.69,974.5,,,,4.8,3.8,0.0464,0.33,0.04,K1V,0.93,0.86,5170,0.474077,0.24,5,-2.31,8.71,-0.09,0.1,,0
hydrogen-rich,403.78,12.1,0.23,2.76,5.78,973.1,,,,92.1,3.53,0.0433,0.22,0.04,K,0.87,0.8,5150,0.403923,0.09,5,-2.3,8.13,1.82,0.1,,0
hydrogen-rich,6295.21,10.95,4.79,52.46,23.97,599.9,,,,30148,677.8,2.38,0.19,2.34,,3.9,,,175.71846,,0.21,-2.12,15.22,17.08,0.04,,0
hydrogen-rich,2196.97,11.67,1.38,16.12,13.72,71,,,,3033.9,5660,5.38,0,5.38,WD+M,0.65,,,0.174153,,,22.66,9.94,29.75,0.03,,0
hydrogen-rich,7630.56,10.68,6.27,66.95,26.74,611.9,,,,47856.7,530.32,1.9,0.13,1.88,K0III,3.04,15.1,4928,120.649768,0.13,,-2.1,16.8,19.11,0.04,,0
hydrogen-rich,1427.55,11.68,0.9,10.47,11.06,55.7,,,,1280.4,9861.75,7.54,0,7.54,B D,0.6,0.01,33000,0.1296,,,43.77,8.8,26.92,0.02,,0
metals-rich,171.69,12.06,0.1,1.18,3.77,940,,,,16.8,4.01,0.047,0,0.05,G or K,0.82,0.83,5070,0.409377,0.12,1.1,-2.28,8.68,0.65,0.1,,0
hydrogen-rich,2066.61,11.68,1.3,15.15,13.3,755.1,,,,2680.7,579.8,1.8,0.3,1.72,K3III,2.25,28,4367,255.822467,-0.22,,-2.16,9.75,7.49,0.07,,0
hydrogen-rich,1313.09,11.87,0.78,9.32,10.52,1495.8,,,,1030.4,3.31,0.046,0.08,0.05,F7 V,1.3,1.33,6309,2.518188,0.28,2.52,-2.45,8.83,3.52,0.09,,0
metals-rich,241.95,12.31,0.13,1.6,4.43,1063.9,,,,31.4,3.03,0.0393,0,0.04,K0V,0.88,0.85,5150,0.469677,0.001,2.5,-2.32,8.57,0.9,0.1,,0
metals-rich,269.3,12.08,0.15,1.84,4.72,1170.7,,,,41.1,2.15,0.0314,0,0.03,K1V,0.84,0.83,5150,0.438986,-0.08,,-2.34,8.28,0.94,0.1,,0
hydrogen-rich,713.46,11.63,0.45,5.28,7.83,846.5,,,,324,8.16,0.0801,0.31,0.08,G6,1.03,0.95,5600,0.80136,0.17,4,-2.29,7.83,3.39,0.1,,0
hydrogen-rich,1004.69,12.1,0.57,6.87,9.11,946.8,,,,570.3,3.09,0.0371,0.06,0.04,K5,0.71,0.78,4675,0.262748,0.03,0.8,-2.25,8.62,3.99,0.09,,0
metals-rich,146.25,11.7,0.09,1.07,3.53,943.2,,,,13.3,3.72,0.0439,0,0.04,K3V,0.82,0.81,4980,0.362057,0.13,11.2,-2.28,8.52,0.5,0.1,,0
hydrogen-rich,271.84,11.29,0.19,2.13,4.91,1160,,,,51.4,3.12,0.0421,0,0.04,G3V,1.02,0.95,5550,0.761805,0.01,2.3,-2.37,7.51,1.06,0.11,,0
hydrogen-rich,862.25,12.08,0.49,5.9,8.45,1152.9,,,,421.3,6.87,0.0755,0.03,0.08,F8,1.22,1.36,6150,2.391419,-0.12,5,-2.4,8.43,3.08,0.1,,0
hydrogen-rich,646.69,11.6,0.41,4.8,7.47,1317.6,,,,267.7,0.81,0.0153,0,0.02,K7V,0.72,0.67,4520,0.166608,-0.01,0.4,-2.3,7.75,2.25,0.11,,0
metals-rich,82.66,11.84,0.05,0.59,2.64,881.2,,,,4.1,3.87,0.0452,0,0.05,K5,0.83,0.81,4715,0.293088,0.144,2,-2.24,9.61,-0.01,0.09,,0
metals-rich,95.38,11.65,0.06,0.7,2.86,1019.3,,,,5.8,4.07,0.059,0,0.06,G8,1.11,1.05,5480,0.892053,0.29,5,-2.33,9.13,0,0.1,,0
hydrogen-rich,1875.85,11.65,1.19,13.83,12.69,989.5,,,,2226.6,3.36,0.0427,0.19,0.04,K3,0.92,0.88,4955,0.418822,0.15,1.3,-2.29,9.43,6.02,0.08,,0
hydrogen-rich,263.89,12.32,0.14,1.74,4.63,1074.2,,,,37.2,2.96,0.036,0,0.04,G7,0.69,0.7,5525,0.409652,-0.6,3,-2.35,8.52,1,0.1,,0
hydrogen-rich,612.03,12.15,0.34,4.14,7.1,1188.3,,,,208.7,9.29,0.0917,0,0.09,F9,1.27,1.85,6000,3.97959,-0.09,,-2.4,8.24,2.25,0.1,,0
metals-rich,87.59,11.44,0.06,0.67,2.77,931.2,,,,5.1,10.02,0.0946,0.3,0.09,F9,1.13,1.17,6040,1.634591,-0.11,4.6,-2.35,9.06,0,0.1,,0
hydrogen-rich,4133.22,11.3,2.86,32.36,19.12,4.5,,,,11837.2,25800,5,0,5,T 8.5,0.02,0.1,730,0.000002,,1,4536.33,12.44,172.43,0,,0
hydrogen-rich,6994.68,10.75,5.63,60.5,25.51,2.8,,,,39361.2,47400,7.6,0,7.6,T8.5,0.03,0.09,575,0.000001,,6,11972.14,15.96,294.31,0,,0
metals-rich,197.12,10.9,0.15,1.66,4.25,1203.3,,,,30,2.62,0.0369,0.04,0.04,K0V,0.98,0.96,5340,0.677968,0.45,2,-2.36,7.37,0.64,0.11,,0
hydrogen-rich,342.42,11.54,0.22,2.57,5.45,1133.5,,,,76.4,4.19,0.0487,0,0.05,G8V,0.88,1.06,5510,0.929197,0.18,8.5,-2.36,7.64,1.4,0.11,,0
hydrogen-rich,6358.8,10.94,4.86,53.12,24.11,97.7,,,,30873.8,3725,3.9,0,3.9,K,0.9,0.99,4400,0.329588,,0.016,9.07,15.3,45.41,0.02,,0
hydrogen-rich,2384.55,11.66,1.5,17.53,14.3,4.8,,,,3585.2,,15,0,15,M8.5,0.02,0.01,3840,0.000028,,0.001,4453.14,10.21,124.39,0,,0
hydrogen-rich,2257.37,11.67,1.42,16.57,13.91,877.3,,,,3205.8,269.3,0.87,0.43,0.78,K1III,1.23,18.11,4415,111.801993,-0.25,4.604,-2.22,10.03,7.06,0.07,,0
hydrogen-rich,3338.37,11.54,2.17,25.05,17,756.4,,,,7242.6,516.22,1.54,0.08,1.54,K4III,1.8,24.08,4340,184.570281,0.04,1.56,-2.15,11.54,10.21,0.06,,0
hydrogen-rich,2057.07,11.68,1.29,15.08,13.27,993.1,,,,2655.8,628.96,1.46,0.1,1.45,K5III,1.13,45.1,4055,493.408199,-0.27,6.6,-2.21,9.73,6.4,0.08,,0
hydrogen-rich,3964.71,11.44,2.65,30.32,18.62,837.6,,,,10511.7,621.99,2.01,0.18,1.98,K2II,2.8,42.76,4127,475.886188,-1,,-2.17,12.36,10.64,0.06,,0
hydrogen-rich,2479.93,11.65,1.57,18.26,14.59,943.8,,,,3885.4,605.2,1.7,0.08,1.69,K4III,1.7,48.96,3990,545.085116,-0.29,1.85,-2.19,10.35,7.44,0.07,,0
hydrogen-rich,2066.61,11.68,1.3,15.15,13.3,12.8,,,,2680.7,14600,2.6,0,2.6,T9.5,0.02,0.76,540,0.000043,,3,559.04,9.75,70.11,0,,0
metals-rich,228.92,13.33,0.1,1.29,4.14,975.6,,,,22.1,9.2,0.09,0,0.09,F8V,1.1,1.15,6190,1.742,0.05,1,-2.36,9.61,0.84,0.09,,0
hydrogen-rich,941.1,13.06,0.42,5.52,8.49,929.2,,,,397.7,8.89,0.0855,0.1,0.09,F9V,1.05,1.02,6090,1.296602,-0.2,,-2.34,9.46,3.65,0.09,,0
hydrogen-rich,2416.34,12.21,1.33,16.21,14.07,1781.4,,,,3209.1,1.51,0.027,0,0.03,F9V,1.13,1.21,6035,1.742487,0.05,4.2,-2.45,10.87,4.71,0.08,,0
metals-rich,170.1,13.1,0.08,0.99,3.6,1085.5,,,,12.9,5.35,0.0618,0.33,0.06,G5V,1.1,1.19,5650,1.294725,0.19,6.73,-2.36,9.73,0.35,0.09,,0
hydrogen-rich,890.23,12.1,0.5,6.08,8.58,1508.9,,,,447.8,3.63,0.0477,0.16,0.05,G0V,1.14,1.61,5900,2.818056,0.05,7.2,-2.43,8.47,2.52,0.1,,0
hydrogen-rich,2791.51,11.62,1.78,20.67,15.5,986.9,,,,4964.2,428.5,1.19,0.14,1.18,K0III,1.23,31.88,4330,320.536881,-0.51,,-2.23,10.79,7.78,0.07,,0
metals-rich,337.02,14.02,0.12,1.71,4.9,1387.4,,,,41.2,2.79,0.0408,0,0.04,G,1.16,1.14,5960,1.46351,0.24,1.7,-2.42,10,0.81,0.09,,0
hydrogen-rich,699.47,13.44,0.29,3.87,7.21,1445.9,,,,201.5,4.63,0.0594,0.1,0.06,F,1.39,1.47,6600,3.668747,0.11,1.3,-2.45,9.53,1.93,0.09,,0
metals-rich,217.79,13.91,0.08,1.13,3.96,1495,,,,17.6,3.36,0.0465,0.07,0.05,F8,1.19,1.32,6373,2.567066,-0.16,2.8,-2.45,10.23,0.25,0.09,,0
metals-rich,180.27,13.33,0.08,1.01,3.68,1100.1,,,,13.7,3.65,0.0466,0.03,0.05,G5,1.01,0.96,5500,0.755054,0.31,3.2,-2.35,9.88,0.41,0.09,,0
metals-rich,199.03,13.57,0.08,1.08,3.83,1262.4,,,,15.8,3.26,0.0434,0.05,0.04,G3,1.02,1.1,5680,1.136146,0.12,6.1,-2.39,10,0.35,0.09,,0
metals-rich,247.36,12.4,0.13,1.61,4.47,1149.1,,,,32.1,5.72,0.0667,0.1,0.07,F8,1.21,1.22,6087,1.845295,0.21,2.2,-2.39,8.64,0.81,0.1,,0
hydrogen-rich,1058.1,12.4,0.56,6.88,9.24,1311.3,,,,587.4,5.45,0.0677,0.44,0.06,F,1.36,1.45,6509,3.385968,0.08,1.7,-2.44,8.98,3.04,0.09,,0
hydrogen-rich,371.67,13.19,0.16,2.14,5.31,1166.3,,,,60.1,2.8,0.0379,0.06,0.04,G,0.93,0.88,5500,0.631451,0.03,3.6,-2.36,9.18,1.27,0.09,,0
metals-rich,124.63,14.34,0.04,0.61,2.95,1025.6,,,,5.3,4.3,0.0507,0.07,0.05,G,0.94,0.98,5295,0.675957,0.33,8.9,-2.32,11.48,0.05,0.08,,0
metals-rich,98.24,14.48,0.03,0.47,2.6,1087.8,,,,3.2,4.22,0.0507,0.12,0.05,G,0.98,1.04,5449,0.857153,0.27,8.2,-2.35,12.12,-0.21,0.07,,0
hydrogen-rich,427.63,13.08,0.19,2.5,5.72,1440.1,,,,81.7,1.35,0.023,0,0.02,K,0.88,0.9,5227,0.540073,0.15,9.7,-2.37,9.05,1.18,0.1,,0
metals-rich,266.12,11.93,0.16,1.87,4.72,1648.8,,,,41.7,1.92,0.0305,0.13,0.03,G,1.03,1.5,5336,1.636574,0.34,10.8,-2.4,8.14,0.51,0.11,,0
metals-rich,172.64,13.57,0.07,0.94,3.57,1136.4,,,,11.9,3.04,0.0406,0.18,0.04,G,0.96,0.89,5523,0.656806,0.05,2.5,-2.36,10.18,0.31,0.09,,0
hydrogen-rich,476.91,12.1,0.27,3.26,6.28,1486.3,,,,128.5,2,0.039,0.06,0.04,F8V,1.21,1.22,6028,1.763204,0.257,6.21,-2.43,8.12,1.42,0.1,,0
hydrogen-rich,361.82,12.75,0.17,2.23,5.33,1088,,,,63.2,2.22,0.0314,0,0.03,K1-K2,0.8,0.81,4875,0.328383,-0.03,0.6,-2.3,8.76,1.39,0.1,,0
hydrogen-rich,3147.61,11.57,2.03,23.5,16.49,877.3,,,,6389.7,875.5,2.1,0.08,2.09,M1III,1.6,51.1,4035,621.020256,-0.09,2,-2.17,11.28,9.02,0.06,,0
hydrogen-rich,6104.45,10.99,4.59,50.5,23.56,81.8,,,,28036.7,7930,7.5,0.69,5.46,G5V,0.94,0.85,5715,0.685964,-0.08,3,12.62,15,44.01,0.02,,0
hydrogen-rich,2918.69,11.61,1.87,21.67,15.86,781.3,,,,5449,124.6,0.565,0.23,0.55,G8III,1.54,5.08,5940,28.619862,-0.31,,-2.28,10.97,9.15,0.06,,0
hydrogen-rich,6676.74,10.87,5.19,56.47,24.78,96,,,,34672.8,,20,0,20,A9V,1.72,1.71,7450,8.050447,,0.015,13.05,15.68,47.17,0.02,,0
hydrogen-rich,5087.04,12.32,2.72,33.52,20.32,9.4,,,,13838.8,,795,0,795,G0V,1,1.03,5940,1.173912,,0.2,1464.22,15.38,126.36,0,,0
hydrogen-rich,2225.58,13.44,0.92,12.32,12.87,48,,,,2040.3,164250,68,0,68,A5V,1.56,1.5,9790,5.847799,-0.47,0.06,59.64,11.92,34.16,0.01,,0
hydrogen-rich,3179.4,14.56,1.03,15,14.78,60.5,,,,3275,82145,42.9,0,42.9,A5V,1.56,1.5,9790,5.847799,-0.47,0.06,36.69,14.94,35,0.02,,0
hydrogen-rich,8705.2,12.5,4.46,55.72,26.39,2216.3,,,,38807,1.22,0.0247,0.01,0.02,F5,1.33,1.47,6516,3.49977,0.052,1.75,-2.49,22.02,9.11,0.04,,0
metals-rich,136.71,13.33,0.06,0.77,3.2,1199.6,,,,7.9,7.85,0.079,0.22,0.08,F,1.08,1.58,6102,3.105223,-0.281,,-2.4,10.28,0.04,0.09,,0
hydrogen-rich,2670.7,12.72,1.3,16.5,14.49,1421.9,,,,3463.1,6.79,0.0805,0.04,0.08,F,1.51,2.05,6395,6.293785,0.12,2.2,-2.44,11.87,5.7,0.07,,0
hydrogen-rich,699.47,13.1,0.31,4.07,7.31,1481.1,,,,217.4,6.87,0.08,0,0.08,F5IV,1.48,2.13,6510,7.310936,0.1,2.8,-2.45,9.21,1.94,0.09,,0
hydrogen-rich,1026.95,13.44,0.42,5.69,8.74,1497.9,,,,434.4,3.02,0.0449,0.03,0.04,G0V/G0IV,1.32,1.42,6041,2.409361,0.33,2.8,-2.43,9.95,2.64,0.09,,0
hydrogen-rich,324.3,13.89,0.12,1.68,4.83,1049.2,,,,39.3,3.25,0.0455,0.02,0.05,G2IV,0.84,0.87,5442,0.595611,0.26,6.95,-2.34,9.89,1.15,0.09,,0
metals-rich,216.2,14.78,0.07,0.99,3.82,858.3,,,,14.5,7.34,0.084,0.29,0.08,F8V,1.02,0.91,5945,0.928069,0.34,2.9,-2.32,11.09,0.76,0.08,,0
metals-rich,136.71,12.88,0.06,0.82,3.26,1024,,,,8.7,7.89,0.082,0,0.08,G,1.15,1.24,5972,1.754739,0.23,,-2.36,9.82,0.24,0.09,,0
metals-rich,189.17,13.35,0.08,1.06,3.76,1341.6,,,,15,2.68,0.0358,0.02,0.04,G,1.07,0.99,5790,0.988267,0.26,,-2.4,9.84,0.26,0.09,,0
metals-rich,92.2,13.78,0.04,0.49,2.59,963.2,,,,3.3,,0.091,0.57,0.07,G2V,0.96,1.35,5800,1.850416,-0.19,7,-2.36,11.5,-0.21,0.08,,0
metals-rich,108.1,12.21,0.06,0.73,2.98,1187.5,,,,6.4,3.22,0.0414,0.18,0.04,G1V,0.91,0.92,5725,0.815769,-0.21,6,-2.38,9.51,-0.07,0.09,,0
hydrogen-rich,1907.64,11.68,1.2,13.98,12.78,49.8,,,,2282,40000,15.7,0,15.7,K5V,0.97,0.76,5150,0.358704,,0.002,45.61,9.51,33.29,0.02,,0
hydrogen-rich,2479.93,11.65,1.57,18.26,14.59,47.4,,,,3885.4,,3.6,0,3.6,,0.31,,,0.015555,,,53.79,10.35,39.22,0.01,,0
hydrogen-rich,2384.55,11.66,1.5,17.53,14.3,31.5,,,,3585.2,,0.31,0,0.31,,0.02,,,0.000022,,,125.4,10.21,47.56,0.01,,0
hydrogen-rich,413.32,13.44,0.17,2.29,5.55,1390.3,,,,70.4,1.21,0.0225,0,0.02,G,1.17,1.32,5940,0.448934,,2,-2.42,9.39,1.15,0.09,,0
hydrogen-rich,394.25,12.43,0.21,2.55,5.63,1211,,,,80.9,1.43,0.0229,0,0.02,K,0.78,0.77,4752,0.267743,0.14,0.7,-2.31,8.45,1.4,0.1,,0
metals-rich,371.99,13.78,0.14,1.96,5.2,1812,,,,52.9,1.69,0.0306,0,0.03,F,1.26,1.34,6210,2.395885,0.37,,-2.46,9.73,0.63,0.09,,0
hydrogen-rich,346.55,13.04,0.16,2.04,5.16,1270.3,,,,54.2,1.42,0.0234,0,0.02,K,0.85,0.82,4861,0.339306,0.2,4,-2.33,9.05,1.07,0.1,,0
hydrogen-rich,790.72,12.81,0.38,4.82,7.86,1179.7,,,,297.2,1.34,0.0215,0,0.02,K,0.74,0.71,4645,0.21233,0,,-2.29,9.03,2.69,0.09,,0
hydrogen-rich,3592.72,11.98,2.09,25.02,17.31,3.4,,,,7499.7,,1168,0,1168,M0.5,0.6,0.46,3840,0.04134,0,0.475,9099.02,12.48,180.84,0,,0
hydrogen-rich,3084.02,12.66,1.52,19.25,15.61,1618,,,,4691.9,1.8,0.03,0,0.03,,1.1,1.45,,1.4641,,,-2.42,12.48,5.77,0.07,,0
hydrogen-rich,398.38,13.32,0.17,2.25,5.47,1368.1,,,,67.2,2.47,0.0355,0,0.04,G0V,0.98,1,5850,1.050784,-0.15,5.1,-2.41,9.28,1.13,0.09,,0
hydrogen-rich,565.3,13.54,0.23,3.08,6.46,1356.7,,,,128.7,1.48,0.0245,0,0.02,K,0.89,0.87,5171,0.481087,0.2,7.38,-2.36,9.51,1.66,0.09,,0
hydrogen-rich,520.47,13.12,0.23,3.03,6.3,1584,,,,120.1,1.63,0.0273,0,0.03,G5,1,1.08,5700,1.112879,0.09,3,-2.42,9.09,1.33,0.1,,0
metals-rich,159.92,13.71,0.06,0.85,3.42,1092.2,,,,9.9,3.36,0.0421,0.05,0.04,G8,0.89,0.87,5450,0.599121,-0.2,11,-2.35,10.42,0.27,0.09,,0
hydrogen-rich,3316.11,13.05,1.49,19.48,15.94,2187.5,,,,4950.3,0.94,0.0205,0.01,0.02,F6,1.24,1.23,6400,2.277298,0,0.63,-2.48,13.35,4.86,0.06,,0
metals-rich,95.38,13.55,0.04,0.52,2.65,1154.6,,,,3.7,4.32,0.052,0,0.05,G3V,1.01,1.06,5800,1.140811,-0.4,,-2.38,11.19,-0.22,0.08,,0
metals-rich,186.95,12.97,0.09,1.11,3.8,1297.5,,,,16,3.53,0.047,0,0.05,F,1.1,1.13,6000,1.484745,-0.05,,-2.41,9.48,0.31,0.09,,0
metals-rich,184.41,14.11,0.07,0.93,3.61,1135,,,,12.1,3.76,0.0474,0,0.05,G4,1,0.95,5750,0.885133,-0.05,,-2.37,10.63,0.34,0.08,,0
metals-rich,288.37,13.59,0.12,1.56,4.61,1341.5,,,,33.2,3.41,0.0447,0.05,0.04,F8-G0,1.02,1.09,6150,1.53612,-0.29,5,-2.42,9.67,0.7,0.09,,0
hydrogen-rich,1144.58,13.22,0.5,6.55,9.31,1427.6,,,,567.5,2.72,0.0394,0.02,0.04,G,1.1,1.11,6100,1.530577,-0.13,,-2.43,9.9,3.03,0.09,,0
metals-rich,187.58,13.66,0.07,1,3.71,1058.7,,,,13.8,4.32,0.0524,0.04,0.05,G5,1.01,0.93,5700,0.819134,-0.02,,-2.36,10.16,0.47,0.09,,0
hydrogen-rich,572.29,12.99,0.26,3.39,6.64,1213.5,,,,149.4,3.58,0.0434,0,0.04,G2,0.85,0.98,5800,0.96915,-0.4,11,-2.39,9,1.95,0.1,,0
metals-rich,89.02,14.22,0.03,0.44,2.5,1021.8,,,,2.8,4.06,0.0486,0,0.05,G8,0.93,0.9,5400,0.611098,-0.12,,-2.33,12.07,-0.22,0.08,,0
metals-rich,292.5,13.55,0.12,1.59,4.65,1207.5,,,,34.4,3.05,0.04,0,0.04,G8V,0.95,1.01,5450,0.807456,-0.08,,-2.37,9.63,0.86,0.09,,0
metals-rich,282.65,12.77,0.14,1.73,4.71,1232.4,,,,38.4,2.42,0.0347,0,0.03,G8V,0.95,0.93,5410,0.660448,0.06,0.9,-2.37,8.9,0.86,0.1,,0
hydrogen-rich,320.17,12.99,0.15,1.9,4.96,1094.2,,,,46.7,3.13,0.0405,0,0.04,K2V,0.91,0.94,5140,0.55925,0.36,1.4,-2.32,9.05,1.17,0.1,,0
hydrogen-rich,362.45,12.88,0.17,2.18,5.3,1119.7,,,,61.5,4.16,0.052,0,0.05,G9V,1.08,1.15,5400,1.008929,0.18,,-2.35,8.89,1.34,0.1,,0
metals-rich,120.18,12.49,0.06,0.77,3.1,1221,,,,7.4,2.78,0.0378,0,0.04,,0.93,,,0.753799,,,-2.38,9.62,-0.01,0.09,,0
hydrogen-rich,456.88,12.75,0.22,2.81,5.99,1289.9,,,,100.8,1.96,0.0291,0.01,0.03,G9,0.86,0.85,5400,0.557695,-0.12,8.1,-2.37,8.73,1.49,0.1,,0
metals-rich,146.25,14.22,0.05,0.72,3.21,1188.1,,,,7.4,1.75,0.0272,0,0.03,K2V,0.87,0.79,5000,0.349965,0.03,0.4,-2.33,11.08,0.07,0.08,,0
